V_ACCT_LGHT,C_IP,C_VMP,V_N_VM_MESS,V_T_DAY_CHG,V_T_EVE_CALLS,V_T_EVE_CHG,V_T_NIG_CALLS,V_T_NIG_CHG,V_T_INT_CALLS,V_T_INT_CHG,V_CS_CALLS,TARGET,ID
45,No,No,0,16.34,134,20.98,92,10.34,4,2.62,1,0,2455
129,No,No,0,17.24,116,21.17,107,7.09,6,1.92,1,0,2456
142,No,No,0,39.53,142,15.45,86,9.14,6,2.81,4,0,2457
163,No,Yes,23,38.08,89,19.85,104,13.23,4,2.38,1,0,2459
105,No,No,0,35.89,66,15.02,96,9.97,7,3.97,4,0,2460
119,No,No,0,18.56,80,13.01,102,10.8,5,2.65,2,0,2461
78,No,No,0,37.4,121,15.29,109,8.47,5,3.11,0,0,2462
92,No,No,0,30.84,98,13.98,110,7.69,4,2.94,2,0,2463
146,No,Yes,11,30.72,90,14.76,89,10.42,4,2.73,2,0,2464
125,No,Yes,32,16.41,109,12.39,82,7.85,2,2.54,1,0,2465
88,No,No,0,31.2,80,14.49,88,8.72,5,2.24,3,0,2466
83,No,Yes,38,18.34,94,11.93,79,11.41,2,2.84,0,0,2467
48,No,No,0,25.36,109,13.76,109,8.91,2,2.24,3,0,2470
189,No,No,0,38.73,112,14.41,91,9.05,4,1.51,3,0,2471
95,No,Yes,23,27.25,101,17.2,122,8.6,3,2,0,0,2472
129,No,No,0,23.43,110,19.19,95,6.53,6,2.75,1,1,2473
66,No,Yes,40,24.09,89,22.81,68,10.86,7,2.3,0,0,2474
80,No,Yes,22,33.39,109,12.78,75,7.93,1,2.51,0,0,2475
84,No,No,0,24.96,73,14.59,69,10.55,3,2.67,1,0,2477
96,No,No,0,29.56,105,24.43,91,9.22,7,2.46,1,0,2478
123,No,Yes,34,51.88,109,13.3,81,12.6,7,3.56,1,0,2479
80,No,No,0,33.58,119,17.59,109,7.36,4,3.05,1,0,2482
157,No,No,0,40.83,98,13.01,72,11.21,6,2.75,2,0,2483
67,No,Yes,30,31.65,76,24.37,113,7.39,3,3.48,2,0,2484
141,No,Yes,39,19.87,88,23.5,125,13.05,2,3.32,0,0,2485
79,No,Yes,17,40.24,56,22.4,107,11.68,4,3.24,1,0,2486
76,No,No,0,29.44,80,11.15,104,7.69,3,1.46,0,0,2487
111,No,No,0,25.87,102,11.66,97,8.37,3,2.65,0,0,2488
94,No,No,0,30.82,108,15.5,103,8.13,2,1.81,0,0,2489
143,No,No,0,28.53,99,17.94,109,6.91,6,2.84,4,1,2490
109,No,No,0,29.82,87,21.31,74,13.02,9,2.65,1,0,2491
138,No,No,0,14.89,107,22.69,104,9.66,10,2.65,2,0,2492
21,No,No,0,15.74,70,13.76,78,12.83,3,3.05,5,1,2494
148,No,Yes,21,44.69,96,12.71,109,6.32,4,2.19,1,0,2495
103,No,No,0,27.34,82,13.24,103,11.44,3,2.3,1,0,2496
143,No,Yes,22,24.11,99,14.22,130,8.01,3,2.11,1,0,2497
120,No,No,0,42.86,103,19.22,83,7,3,3.73,1,0,2500
121,No,Yes,41,36.64,92,20.55,108,6.61,3,2.59,1,0,2501
101,No,No,0,21.22,85,21.86,115,8.69,4,3.62,0,0,2502
115,No,No,0,30.38,96,23.04,94,11.07,5,4.43,2,0,2503
168,No,No,0,31.14,73,15.23,100,13.18,5,2.67,2,0,2504
90,No,No,0,28.48,104,11.82,87,6.23,1,3.51,1,0,2505
70,No,No,0,25.01,135,17,65,10.57,9,3.38,3,0,2506
138,No,No,0,39.12,120,18.02,119,7.87,4,3.56,1,0,2507
43,No,No,0,23.09,88,13.87,106,10.34,3,3.4,0,0,2508
117,No,Yes,20,34.97,107,11.57,147,7.17,3,2.35,2,0,2509
108,No,No,0,12.55,114,12.19,98,7.66,3,2.94,2,0,2510
118,No,No,0,32.18,112,19.85,104,12.19,1,2.7,2,0,2511
169,No,No,0,25.02,123,13.76,103,6.39,6,1.94,3,0,2512
62,No,Yes,42,23.34,94,15.66,70,10.41,3,2.75,0,0,2513
44,No,No,0,34.78,94,17.44,84,7.41,5,2.89,0,0,2515
111,No,No,0,20.93,84,18.18,88,8.32,2,3.24,5,1,2516
127,No,Yes,19,22.05,101,13.67,63,11.93,3,3.29,2,0,2517
53,No,No,0,24.67,82,19.86,95,9.39,5,2.13,2,0,2519
15,No,No,0,22.98,79,12.96,83,10.12,5,2.27,2,0,2520
123,No,Yes,28,21.2,78,21.28,128,9.74,8,2.11,1,0,2521
137,No,No,0,36.7,118,12.36,129,8.41,4,3.27,1,0,2522
106,No,No,0,20.26,139,19.41,61,8.91,9,2.27,2,0,2523
88,No,No,0,24.53,74,13.29,90,9.66,10,2.11,3,0,2524
106,No,No,0,39.98,87,18.75,91,10.63,4,3.19,1,0,2525
95,No,No,0,29.58,118,23.89,94,8.87,2,2.62,0,0,2526
184,No,No,0,25.79,77,15.17,111,10.31,8,3.54,2,0,2528
127,No,No,0,37.16,130,12.74,131,9.21,5,2.48,2,0,2530
82,No,No,0,45.08,102,15.19,90,7.86,9,2.89,2,0,2531
180,No,No,0,24.36,113,15.34,87,8.29,4,2.73,1,0,2532
174,No,No,0,32.35,70,21.48,97,9.93,9,1.94,2,0,2533
92,No,No,0,31.4,73,22.27,120,10.78,6,3.32,2,1,2534
125,No,No,0,19.21,107,14.38,61,7.05,5,2.48,2,1,2536
119,No,No,0,50.01,53,19.76,64,8.78,1,2.43,0,1,2537
122,No,No,0,36.65,59,14.26,67,9.32,8,1.73,3,0,2538
34,No,No,0,21.9,93,17.74,103,9.09,7,3.78,1,0,2539
90,No,Yes,24,12.1,103,15.44,111,8.41,1,3.48,1,0,2541
73,No,No,0,16.13,83,21.52,86,7.88,2,3.83,2,0,2542
19,No,No,0,44.1,109,22.92,130,7.89,3,2.57,1,1,2543
120,No,Yes,28,36.69,76,24.24,78,8.64,3,1.86,1,0,2544
160,No,No,0,16.58,69,22.79,62,11.49,4,3.56,3,0,2545
141,No,No,0,24.91,125,14.44,112,10.75,5,2.21,0,0,2546
90,No,No,0,26.84,93,19.89,86,9.45,5,3.29,2,0,2547
72,No,No,0,23.78,96,19.01,93,10.84,4,3.43,2,0,2548
117,No,Yes,21,26.04,110,22.38,85,6.08,7,3.21,1,0,2549
87,No,No,0,31.59,83,16.35,96,9,4,1.78,1,0,2551
49,No,No,0,40.22,146,18.78,114,6.61,2,2.4,1,0,2553
67,No,No,0,44.27,104,17.7,115,9.36,2,2.7,6,0,2554
107,No,No,0,28.44,79,13.93,100,8.37,5,1.81,2,0,2555
190,No,No,0,30.97,95,18.05,123,10.49,4,2.51,2,0,2556
118,No,No,0,19.21,87,12.76,115,9.19,4,2.92,2,0,2557
94,No,No,0,23.15,118,14.03,71,6.21,5,2.59,0,0,2559
115,No,Yes,29,37.84,109,16.18,87,9.05,2,3.11,1,0,2560
61,No,No,0,33.54,106,22.48,116,9.47,6,2.43,1,0,2561
143,No,Yes,33,24.04,114,15.84,111,9.45,6,2.08,1,0,2562
110,No,No,0,35.36,94,8.08,129,8.03,11,2.16,1,0,2563
104,No,No,0,20.15,109,15.11,98,11.51,4,3.27,1,0,2564
16,No,No,0,26.04,90,19.52,94,6.67,8,2.89,1,0,2565
183,No,No,0,18.41,116,15.61,109,7.95,2,3.65,0,0,2566
147,No,No,0,28.66,107,15.95,95,9.74,8,3.89,2,0,2567
58,No,No,0,42.02,103,25.81,94,4.74,2,2.51,2,1,2568
123,No,No,0,28.37,77,18.85,114,10.98,4,3.46,3,0,2570
64,No,Yes,43,20.13,108,12.25,91,7.11,6,2.3,1,0,2571
103,No,No,0,32.45,53,19.26,96,10.35,3,2.11,2,0,2572
97,No,No,0,24.82,141,17.26,120,6.83,2,3.59,1,0,2575
131,No,No,0,22.37,109,15.24,129,11.3,3,4.19,1,1,2576
57,No,Yes,33,32.88,79,19.69,90,10.18,11,3,2,0,2577
157,No,No,0,31.47,85,18.11,85,8.82,5,2.3,2,0,2578
66,No,No,0,24.89,99,16.7,106,10.35,2,2.11,1,0,2580
155,No,No,0,12.1,119,25.87,103,8.25,4,2.32,0,0,2581
123,No,No,0,20.94,117,16.15,95,7.66,5,3.48,4,1,2582
116,No,No,0,34.85,114,11.98,96,12.27,4,2.03,2,0,2583
63,No,No,0,21.88,133,20.47,121,10.7,6,3.46,1,0,2584
64,No,No,0,36.87,115,17.94,116,8.09,5,3.08,3,0,2585
96,No,No,0,25.5,116,18.57,89,9.56,1,2.65,3,0,2586
53,No,No,0,27.9,56,17.51,124,8.76,2,3.08,1,0,2587
105,No,No,0,36.04,128,19.26,114,8.71,7,2.4,3,0,2588
53,No,Yes,37,28.44,99,16.55,112,10.65,9,3.24,2,0,2589
129,No,Yes,30,30.14,102,18,108,10.81,7,2.51,3,0,2591
122,No,No,0,39.3,136,22.76,100,10.81,5,2.38,1,1,2592
93,No,No,0,25.43,85,17.06,107,8.15,9,3.86,0,0,2594
25,No,No,0,45.03,66,23.9,80,7.47,4,2.27,1,1,2596
73,No,No,0,20.74,114,11.76,128,10.09,5,1.57,1,0,2597
120,No,No,0,30.12,99,22.98,90,10.42,2,3.78,2,0,2598
97,No,No,0,38.27,127,23.76,103,10.52,4,2.38,0,1,2600
148,No,No,0,35.43,99,14.82,105,13.98,4,3.02,1,0,2601
85,No,Yes,30,29.43,101,21.01,104,7.14,5,3.11,1,0,2602
78,No,Yes,13,47.8,101,15.15,129,10.99,5,1.73,2,0,2604
106,No,No,0,35.41,67,14.4,90,4.59,4,4.29,3,0,2605
147,No,Yes,38,41.38,109,23.27,91,12.73,8,3.81,2,0,2606
145,No,No,0,38.11,121,26.77,121,8.23,3,4.35,1,1,2607
91,No,No,0,32.18,107,20.34,89,4.04,3,2.67,3,0,2608
69,No,Yes,37,26.35,105,12.1,117,6.47,4,1.59,1,0,2611
135,No,No,0,26.25,90,17.32,59,7.14,3,3.19,0,0,2612
73,No,No,0,39.9,110,16.63,71,11.4,8,2.27,2,0,2613
48,No,No,0,40.8,117,11.99,137,5.8,9,1.92,1,0,2614
100,No,No,0,28.22,97,20.07,93,6.04,4,2.94,1,0,2616
165,No,Yes,33,18.97,111,18.13,115,12.04,3,4.32,0,0,2617
64,No,No,0,29.67,103,15.32,89,8.06,2,2.89,2,0,2618
115,No,No,0,35.05,102,14.99,119,13.37,7,2.97,1,0,2621
86,No,Yes,16,24.62,111,17.53,117,11.49,2,3.13,4,0,2623
134,No,No,0,44,114,11.01,106,8.71,7,2.94,2,0,2624
105,No,No,0,38.57,77,15.49,107,9.18,2,3.13,0,1,2625
88,No,No,0,25.99,107,14.55,106,11.57,5,3.24,2,0,2626
86,No,No,0,25.64,88,25.15,104,11.12,1,3.38,1,0,2628
37,No,No,0,37.57,110,17.38,98,5.31,3,1.84,4,0,2629
163,No,Yes,22,36.57,102,11.81,109,6.58,2,3.35,2,0,2632
89,No,Yes,35,29.65,100,16.72,74,5.73,3,3.19,1,0,2633
63,No,No,0,30.69,98,19.55,73,10.46,3,2.86,0,0,2634
102,No,No,0,20.93,102,15.47,75,11.01,7,3.4,2,0,2635
76,No,No,0,28.17,80,21.88,114,7.69,4,2.7,1,0,2636
104,No,No,0,34.03,87,10.09,65,10.65,6,1.62,2,0,2637
109,No,No,0,26.32,109,24.45,80,9.38,9,1.59,3,0,2638
105,No,No,0,21.32,95,22.23,104,10.87,9,3.08,2,0,2639
105,No,Yes,24,46.7,118,16.45,109,13.48,3,2.92,3,0,2641
74,No,No,0,21.22,121,11.31,85,7.21,7,2.86,3,0,2644
76,No,No,0,30.46,66,18.95,113,8.47,2,3.35,0,0,2645
101,No,No,0,39.56,123,15.84,122,6.9,6,3.11,5,0,2647
116,No,No,0,48.96,90,21.74,99,10.5,4,3.62,0,1,2648
131,No,Yes,23,29.04,93,20.12,100,13.25,1,3.43,1,0,2649
84,No,No,0,36.74,107,16.79,104,9.8,3,2.65,1,0,2650
104,No,No,0,23.58,58,18.31,98,7.39,4,1.32,2,0,2651
108,No,No,0,35.82,73,20.29,90,11.41,5,2.48,3,0,2652
111,No,No,0,30.91,91,13.44,123,11.98,9,2.62,0,0,2653
155,No,Yes,30,10.47,110,21.68,96,10.17,5,3.35,1,0,2654
66,No,No,0,35.31,112,16.72,83,11.78,3,1.84,1,0,2655
64,No,No,0,37.26,65,14.2,119,7.26,5,2.7,1,0,2656
69,No,No,0,38.59,111,21.99,87,7.64,1,2.4,2,0,2657
116,No,No,0,41.8,87,20.41,89,7.14,5,2.4,3,0,2658
101,No,No,0,43.74,115,15.71,109,4.9,7,3.65,0,0,2659
88,No,No,0,51.26,72,21.9,118,5.98,2,3.62,4,1,2661
136,No,Yes,27,31.91,147,18.79,110,6.56,4,2.7,3,0,2668
155,No,Yes,21,33.3,84,18.18,111,3.97,4,2.32,0,0,2669
116,No,Yes,12,37.57,118,12.84,80,8.06,6,2.43,2,0,2671
152,No,No,0,23.89,96,15.88,89,10.22,5,2.57,2,0,2672
180,No,No,0,38.23,101,21.25,73,9.72,5,1.81,3,1,2674
67,No,No,0,18.55,124,18.48,141,8.48,6,3.46,0,0,2675
60,No,No,0,35.33,112,10.5,115,13.12,9,1.54,0,0,2676
138,No,No,0,35,94,21.85,63,9.4,8,3.27,0,0,2677
25,No,No,0,41.24,117,17.77,82,9.89,6,3.89,2,0,2679
145,No,No,0,39.03,103,11.74,109,11.29,3,0.89,1,0,2680
122,No,Yes,28,28.22,88,19.88,84,7.65,3,2.08,2,0,2681
121,No,No,0,24.62,82,17.05,81,9.4,9,3.59,0,1,2682
77,No,No,0,37.71,125,14.11,72,9.46,4,3.56,1,0,2684
12,No,No,0,34.78,90,18.06,95,8.19,7,2.65,2,0,2685
64,No,No,0,36.3,114,14.16,78,5.49,3,3.81,3,0,2686
160,No,No,0,28.29,129,26.95,121,7.22,2,2.7,1,0,2689
79,No,No,0,30.24,84,14.22,142,10.07,8,4.1,0,0,2690
36,No,No,0,39.97,104,16.73,110,11.69,7,1.89,3,0,2691
102,No,No,0,31.76,123,14.76,131,11.29,4,2.62,2,0,2692
164,No,No,0,32.66,94,21.23,100,5.97,3,1.97,3,0,2694
125,No,No,0,40.92,85,22.9,74,8.42,3,2.73,0,1,2695
72,No,No,0,30.58,112,12.73,79,7.57,7,2.65,2,0,2696
145,No,No,0,29.89,119,23.32,69,10.2,4,3.35,1,0,2699
136,No,No,0,18.6,111,17.64,107,6.08,5,3.13,0,0,2700
152,No,Yes,20,36.48,82,8.21,145,7.68,5,2.13,1,0,2703
72,No,No,0,24.02,96,11.47,97,10.24,3,3.02,2,0,2705
101,No,No,0,43.04,114,20.22,85,6.94,7,2.62,4,0,2706
125,No,No,0,35.02,71,16.84,116,6.12,3,3.56,0,0,2707
132,No,No,0,49.5,132,19.91,87,8.63,3,2.4,1,1,2709
193,No,Yes,31,12.1,105,10.6,108,7,3,3.16,0,0,2710
63,No,No,0,44.51,135,20.83,94,9.09,4,3.97,0,1,2711
124,No,No,0,32.52,113,22.23,111,8.2,3,2.7,1,0,2712
144,No,No,0,22.66,127,21.72,68,10.29,2,3.13,0,0,2713
116,No,Yes,24,31.21,90,17.32,89,7.51,3,1.62,2,0,2714
97,No,Yes,28,48.13,98,15.76,78,14.08,8,1.65,1,0,2716
142,No,Yes,38,27.76,114,11.56,127,11.21,6,1.16,0,0,2718
84,No,No,0,34.58,88,15.55,121,9.62,2,3.73,1,0,2719
119,No,Yes,19,30.28,100,18.09,123,10.18,6,2.7,1,0,2720
158,No,No,0,33.3,95,7.57,82,13.6,3,2.78,1,0,2721
50,No,No,0,50.2,100,10.83,105,7.51,6,2.59,1,0,2722
98,No,No,0,23.14,118,13.29,83,7.15,5,2.73,2,0,2723
101,No,Yes,24,19.4,86,13.73,90,7.93,9,3.51,2,0,2724
182,No,No,0,47.45,108,15.34,104,9.79,11,2.57,2,1,2725
51,No,No,0,28.78,69,11.86,87,8.87,3,3.24,0,0,2726
122,No,No,0,20.28,103,19.03,122,9.54,4,2.35,2,0,2730
156,No,Yes,27,32.69,115,16.99,112,10.99,8,4,1,0,2731
127,No,No,0,41.68,92,18.46,128,10.94,6,3.75,0,1,2732
109,No,No,0,31.3,105,17.99,116,10.93,2,2.67,1,0,2738
88,No,No,0,30.92,87,12.88,100,6.44,3,2.03,1,0,2739
101,No,Yes,9,27.22,121,17.85,65,6.26,9,2.92,0,0,2740
171,No,No,0,32.27,85,14.76,84,11.57,1,2.78,0,0,2741
21,No,No,0,37.94,114,18.4,111,9.66,2,3.35,1,0,2742
145,No,Yes,31,36.72,123,19.13,109,10.56,1,2.89,2,0,2743
90,No,No,0,33.75,100,22.66,80,10.95,7,2.16,2,0,2744
33,No,No,0,27.12,118,16.61,86,4.61,7,1.92,1,0,2745
61,No,Yes,40,17.85,100,15.35,115,7.83,2,2.75,2,1,2746
107,No,No,0,34.77,110,13.8,102,6.98,1,3.62,3,0,2747
147,No,No,0,46.58,82,19.7,83,12.76,1,1.67,0,1,2748
117,No,No,0,26.98,91,15.44,67,7.98,10,2.08,2,0,2749
95,No,No,0,39.08,110,17.2,105,7.71,6,3.83,1,0,2750
186,No,No,0,23.43,118,15.95,85,6.59,6,2.35,1,0,2751
128,No,No,0,30.5,92,22.98,88,8.59,4,2.13,0,0,2752
55,No,Yes,39,23.68,117,15.16,104,11.09,1,2.19,3,0,2753
107,No,No,0,35.17,117,22.3,69,6.72,3,2.89,0,0,2756
35,No,No,0,30.46,101,24.08,83,12.84,7,1.57,2,0,2758
74,No,No,0,30.16,104,20.43,133,10.68,3,3.24,0,0,2759
130,No,No,0,19.65,104,14.26,124,6.38,9,3.4,1,0,2760
88,No,No,0,30.86,119,15.9,96,9.91,7,2.84,1,0,2762
116,No,Yes,19,26.47,118,15.76,116,8.67,2,2.21,3,0,2764
123,No,Yes,23,41.65,105,22.53,108,10.79,3,4.02,2,0,2765
120,No,No,0,22.39,109,13.86,116,9.05,3,2.89,1,0,2766
137,No,No,0,26.44,94,11.31,77,11.39,2,2.46,1,0,2770
84,No,Yes,30,18.11,108,19.18,61,8.49,3,1.54,2,0,2771
67,No,Yes,31,29.78,73,16.93,99,9.89,6,3.56,1,0,2772
161,No,No,0,26.3,125,15.11,90,7.78,2,1.59,4,1,2773
134,No,Yes,34,42.02,133,19.17,76,8.38,5,1.65,2,1,2774
120,No,Yes,24,38.68,71,19.97,128,7.49,13,2.43,1,0,2776
130,No,Yes,30,31.45,141,21.21,103,7.1,7,2,0,0,2777
68,No,No,0,27,105,18,101,8.91,3,2.78,1,0,2779
77,No,No,0,31.6,98,18.02,81,12.7,4,3.05,3,0,2781
109,No,No,0,37.83,75,14.42,94,11.89,3,2.43,2,0,2782
108,No,No,0,34.19,86,14.51,113,10.68,3,3.13,3,0,2783
79,No,Yes,17,28.54,93,20.71,114,9.54,2,2.46,1,0,2784
119,No,No,0,40.65,79,20.7,92,10.39,3,2.94,3,1,2785
38,No,No,0,29.87,97,18,109,6.21,3,2.48,5,1,2786
109,No,Yes,29,18.9,98,22.4,128,10.11,6,2.43,6,1,2787
78,No,No,0,14.91,58,18.26,147,9.06,6,2.92,1,0,2788
134,No,No,0,41.5,111,20.99,133,9,2,1.94,0,0,2789
47,No,Yes,27,28.05,118,10.82,95,12.8,4,2.08,2,0,2790
59,No,Yes,27,21.66,99,8.78,73,7.39,3,2.46,0,0,2791
151,No,No,0,33.12,103,24.88,82,10.11,3,1.49,0,0,2792
129,No,No,0,9.3,105,21.77,135,7.95,4,3,1,0,2793
76,No,No,0,15.39,75,17.99,76,8.77,2,2.51,1,0,2796
24,No,No,0,40.05,129,9.85,136,8.34,2,4.37,0,0,2797
169,No,No,0,24.23,110,19.67,67,5.9,4,2.7,2,0,2798
30,No,No,0,9.18,96,15.24,101,11.12,8,2.75,1,0,2799
70,No,No,0,36.52,114,11.14,104,9.76,3,2.54,3,0,2800
38,No,No,0,19.94,105,17.74,98,9.15,2,3.89,2,0,2803
104,No,No,0,44.88,75,11.24,91,8,8,2.86,3,0,2804
27,No,No,0,14.04,99,17.34,122,10.09,4,2.46,1,0,2805
13,No,No,0,37.47,79,17.95,112,11.67,8,3.67,2,0,2807
52,No,No,0,36.89,83,12.95,109,6.04,4,3.19,2,0,2808
114,No,Yes,25,21.93,110,24.65,110,7.97,5,3.13,1,0,2809
156,No,No,0,25.59,112,13,86,9.72,3,0.95,1,0,2810
90,No,Yes,42,32.86,85,22.38,97,9.65,4,3,0,0,2811
62,No,No,0,32.22,95,8.82,106,8.13,5,2.92,2,0,2812
82,No,Yes,33,23.43,128,20.02,70,12.06,6,2.97,2,0,2813
52,No,No,0,21.98,101,12.13,89,11.62,4,3.32,3,0,2814
146,No,No,0,19.65,100,18.16,72,9.83,6,2.89,1,0,2815
120,No,Yes,23,37.72,84,21.65,117,11.27,5,1.94,2,0,2816
90,No,No,0,10.42,94,16.52,80,6.44,9,3.08,1,0,2818
159,No,No,0,28.46,74,12.22,111,6.3,3,2.78,0,1,2820
130,No,No,0,42.84,105,14.47,64,9.41,5,1.54,0,0,2822
87,No,No,0,33.71,89,15.9,96,6.01,4,4.48,2,0,2824
99,No,No,0,21.81,120,18.3,140,6.47,9,3.86,2,0,2826
131,No,No,0,31.94,101,17.04,125,9.12,11,2.75,2,0,2827
89,No,No,0,21.96,68,18.2,100,9.67,4,2.78,5,1,2828
130,No,Yes,26,43.72,122,19.07,118,9.18,4,3.4,1,0,2830
99,No,No,0,21.18,70,12.44,95,7.62,6,2.84,1,0,2831
36,No,No,0,29.77,69,18.44,146,10.97,3,2.67,1,0,2832
87,No,No,0,21.13,105,14.74,109,11.53,5,2.03,3,0,2833
139,No,No,0,46.17,131,13.26,108,6.13,9,3.13,2,0,2834
189,No,No,0,37.38,117,12.18,69,5.88,7,3.16,1,0,2835
112,No,No,0,17.19,67,18.22,112,8.08,5,2.78,2,0,2837
75,No,No,0,34.56,97,19.46,118,10,3,3.86,1,0,2838
178,No,Yes,35,29.82,65,16.15,94,6.24,3,2.84,2,0,2839
112,No,No,0,45.22,94,18.24,100,13.78,2,3.83,2,1,2840
108,No,Yes,41,29.17,78,11.57,103,8.25,7,2.92,0,0,2841
100,No,No,0,13.38,102,19.18,106,6.77,8,3.78,0,0,2842
121,No,Yes,20,36.02,120,18.28,107,10.73,2,2.54,0,0,2843
116,No,No,0,10.83,95,16.64,87,9.45,6,2.7,1,0,2844
161,No,No,0,29.48,74,18.16,69,6.37,4,3.11,1,0,2845
104,No,No,0,38.4,106,13.84,85,12.24,4,2.73,1,0,2847
125,No,No,0,38.23,87,12.22,105,8.95,2,2.16,0,0,2849
109,No,No,0,23.29,116,18.45,86,8.19,5,2.7,2,0,2851
95,No,No,0,24.23,107,14.97,88,8.53,3,2.21,2,0,2852
90,No,No,0,24.21,118,10.73,71,12.34,4,1.24,1,0,2853
101,No,No,0,37.45,101,16.03,98,12.53,4,2.86,1,0,2855
95,No,No,0,25.36,116,22.16,120,9.05,2,2.19,1,0,2856
123,No,No,0,34.75,111,11.69,100,10.17,4,2.7,0,0,2857
160,No,No,0,36.86,117,17.62,117,10.29,2,1.51,1,0,2858
81,No,No,0,29.44,94,20.08,84,10.81,6,3.19,2,0,2861
75,No,Yes,19,35.75,87,20.55,102,9.71,3,3.54,4,0,2862
126,No,Yes,24,10.01,90,25.97,73,7.15,6,3.27,0,0,2863
28,No,No,0,40.26,87,14.2,115,12.61,3,2.62,3,0,2864
153,No,No,0,38.91,136,13.66,109,9.14,2,3.38,0,0,2865
97,No,Yes,32,15.3,113,23.49,107,8.33,6,2.32,2,1,2866
115,No,No,0,24.94,74,9.03,104,8.9,4,3,2,0,2867
95,No,No,0,40.34,65,13.09,105,10.67,6,3.02,1,0,2868
121,No,No,0,14.64,113,22.08,79,6.66,9,2.46,2,0,2871
125,No,No,0,36.09,127,18.31,73,8.41,2,3.05,2,0,2872
124,No,No,0,25.67,119,10.25,81,6.88,2,2.48,2,0,2873
35,No,No,0,26.96,96,11.08,80,10.34,5,1.86,2,0,2874
134,No,No,0,50.32,117,19.24,98,11.11,10,3.32,0,1,2875
123,No,Yes,32,36.09,78,21.38,85,9.39,2,1.78,3,0,2876
124,No,No,0,39.85,111,15.24,117,12.85,6,2.81,3,0,2877
133,No,No,0,30.06,97,15.94,88,8.86,3,1.76,2,0,2878
185,No,Yes,19,26.74,94,21.9,107,8.57,6,2.59,0,0,2879
91,No,Yes,20,24.84,104,23.58,100,6.2,3,1.67,1,0,2882
85,No,No,0,24.55,105,22.49,94,8.34,3,2.67,1,0,2887
148,No,Yes,36,13.19,60,17.6,115,11.51,2,2.94,1,0,2889
93,No,No,0,46.09,133,20.18,103,6.54,6,2.27,1,1,2890
138,No,No,0,40.94,92,12.28,98,5.66,1,3.13,0,0,2891
159,No,No,0,19.52,101,16.37,108,11.66,5,3.29,0,0,2892
103,No,Yes,34,23.6,108,12.07,77,8.27,7,3.19,1,0,2893
150,No,Yes,27,35.67,80,13.18,111,11.32,6,1.94,0,0,2894
37,No,No,0,22.93,130,21.11,113,10.63,2,3.97,3,0,2895
55,No,No,0,41.74,54,16.38,83,6.38,4,2.46,1,0,2897
134,No,Yes,32,13.65,124,16.99,117,7.69,3,4.48,0,0,2898
107,No,No,0,15.42,109,17.64,96,7.62,5,1.51,2,0,2899
80,No,Yes,36,32.35,78,21.81,145,9.67,4,1.03,1,0,2900
78,No,No,0,18.46,126,17.84,117,10.02,5,2.13,1,1,2901
85,No,Yes,17,15.27,75,19.82,116,7.46,7,2.51,4,1,2902
61,No,Yes,15,42.91,69,15.96,137,11.68,3,2.7,2,0,2903
135,No,No,0,26.38,84,11.55,82,8.31,9,1.03,3,0,2906
165,No,No,0,35.6,89,23.27,88,6.76,1,3.46,0,0,2908
148,No,No,0,47.48,87,17.14,99,12.64,2,2.13,2,1,2909
99,No,No,0,29.6,118,8.42,126,9.52,2,2.08,2,0,2910
123,No,No,0,29.87,96,15.69,92,7.06,2,2.46,2,0,2911
151,No,No,0,28.93,83,15.94,100,5.38,3,1.16,0,0,2913
185,No,No,0,23.73,115,21.27,79,7.11,4,2.92,1,0,2914
65,No,Yes,34,35.5,106,12.08,87,9.66,4,3.38,4,0,2915
58,No,No,0,35.72,108,21.16,88,7.14,2,3.89,4,0,2916
104,No,No,0,19.31,98,13.48,87,8.45,6,2.84,2,0,2917
108,No,No,0,35.8,103,13.96,68,9.06,5,2.54,0,0,2920
132,No,No,0,20.66,124,21.51,120,8.81,4,2.89,1,0,2921
80,No,No,0,21.73,112,15.44,63,8.88,2,4.29,2,0,2922
162,No,No,0,22.98,107,20.57,96,11.11,2,2.75,2,0,2923
110,No,No,0,16.9,86,23.38,94,9.54,3,4.51,2,0,2924
96,No,No,0,47.07,94,20.99,107,11.45,3,2.78,1,1,2925
168,No,No,0,27.78,87,20.41,147,7.38,2,3.13,2,1,2926
72,No,No,0,48.86,126,20,114,13.14,3,1.35,4,1,2927
125,No,Yes,23,20.49,115,19.36,100,7.13,3,2.75,1,0,2928
170,No,No,0,31.3,70,17.42,133,10.09,3,2.65,2,0,2929
71,No,No,0,31.45,129,19.76,82,8.6,4,4.02,3,0,2930
68,No,No,0,35.29,123,21.39,100,8.62,6,2.94,2,0,2932
24,No,No,0,25.33,81,11.14,69,10.74,3,2.32,2,1,2935
136,No,No,0,34.77,95,17.75,119,10.08,2,2.65,0,0,2936
44,No,No,0,49.1,87,14.95,106,9.69,2,2.57,0,1,2937
31,No,No,0,16.58,78,22.13,100,3.99,5,1.89,1,0,2939
72,No,No,0,28.31,103,22.19,85,11.82,5,3.59,0,0,2940
24,No,No,0,26.55,101,7.65,116,9.23,5,1.97,1,0,2941
112,No,Yes,31,38.28,117,21.83,87,11.24,1,3.11,4,0,2942
137,No,Yes,19,29.8,146,20.51,109,9.51,2,2.11,0,0,2944
95,No,No,0,26.84,90,22.07,117,10.35,2,3.78,0,0,2946
